Título,Autor,Descripción,Formato,Número de páginas,Fecha de publicación,Calificación promedio,Número de calificaciones,Número de reseñas,URL de la imagen de portada,URL del libro,Categoría
Dianaworld: An Obsession,Edward White,"For more than forty years, Diana, Princess of Wales, has been mythologized to the most extraordinary degree. Adored and lionized by some, ridiculed and traduced by others, Diana has always commanded a cultural presence unmatched by any other member of the royal family.

In Dianaworld, Edward White offers both a portrait of the princess and a group portrait of those who existed in her orbit—from her royal in-laws, her servants, and the dilapidated ranks of the British aristocracy from which she rose, to drag performers, artists, Britain’s ethnic minorities, and the Gen Z superfans who maintain her status as a cultural icon.

Drawing on a wide array of sources and perspectives, many never used in books about Diana or the royal family, White vividly recreates the world Diana lived in, explores the growth of her global reputation, and illuminates her lasting impact on the world she left behind.",Hardcover,416 pages,"Expected publication May 6, 2025",4.83,6 ratings,2 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1732644699i/218569869.jpg,https://www.goodreads.com/book/show/218569869-dianaworld,Nonfiction
The Spinach King: The Rise and Fall of an American Dynasty,John Seabrook,"The riveting saga of the Seabrooks of New Jersey, by one of the New Yorker’s most acclaimed storytellers.


“Having left this material for his writer son, my father must have wanted the story told, even if he couldn’t bear to tell it himself.


So begins the multigenerational story of a forgotten American dynasty, a farming family from the bean fields of southern New Jersey that became as wealthy, glamorous, and powerful as Gilded Age aristocrats. The autocratic patriarch, C. F. Seabrook, was hailed as the “Henry Ford of agriculture.” His son Jack, a keen businessman, was poised to take over what called “the biggest vegetable factory on earth.” But the carefully cultivated facade—glamorous outings by horse-drawn carriage, hidden cellars of world-class wine, and movie stars skinny-dipping in the pool—hid dark secrets that led to the implosion of the family business. In a compulsively readable story of class and privilege, betrayal and revenge, John Seabrook explores his complicated family legacy and dark corners of the American Dream.",Hardcover,368 pages,"Expected publication June 3, 2025",5.00,1 rating,0 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1732647447i/218569847.jpg,https://www.goodreads.com/book/show/218569847-the-spinach-king,Nonfiction
Little Mercy: Poems,Robin Walter,"In award-winning poet Robin Walter’s debut collection, Little Mercy, writing and looking—seeing feelingly—become a practice in radical care. These poems pursue moments of shared recognition, when looking up to see a deer across a stream, or when sunlight passes through wingtip onto palm, the self found in other, the river in vein of wrist.

Attuned to the transparent beauty in the natural world, Walter’s poems are often glancing observations unspooling down the page, their delicacies belying their powers of profound knowing. The formal logic of this work is the intricate architecture of a nest. Each line becomes a blade of grass, each dash a little twig, each parenthesis a small feather—all woven together deliberately, seemingly fragile but held fast with surprising strength. In their lyric variations, repetitions, and fragments, employed toward a deep attention to wren, river, and reflection, the human almost falls away entirely, a steady and steadying state of being that is unconscious, expansive.

Written out of a broken landscape in a broken time, is a book of gratitude, one that draws our inner selves to the present and living world, to the ways we can break and mend.",Paperback,96 pages,"Expected publication April 1, 2025",5.00,1 rating,1 review,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1718972216i/211934969.jpg,https://www.goodreads.com/book/show/211934969-little-mercy,Poetry
Under the Neon Lights,Arriel Vinson,"In this sparkling and heartfelt debut YA novel in verse, a young Black girl discovers first love, self-worth, and the power of a good skate. Perfect for fans of Elizabeth Acevedo and Joya Goffney.

Sixteen-year-old Jaelyn Coleman lives for Saturdays at WestSide Roll, the iconic neighborhood roller rink. On these magical nights, Jae can lose herself in the music of DJ Sunny, the smell of nachos from the concession, and the crowd of some of her favorite people—old heads, dance crews, and other regulars like herself. Here, Jae and other Black teens can fully be themselves.

One Saturday, as Jae skates away her worries, she crashes into the cutest boy she’s ever seen. Trey’s dimples, rich brown skin, and warm smile make it impossible for her to be mad at him though. Best of all, he can’t stop finding excuses to be around her. A nice change for once, in contrast with her best friend’s cold distance of late or her estranged father creeping back into her life.

Just as Jae thinks her summer might change for the better, devastating news hits: Westside Roll is shutting down. The gentrification rapidly taking over her predominantly Black Indianapolis neighborhood, filling it with luxury apartments and fancy boutiques, has come for her safe-haven. And this is just one trouble Jae can’t skate away from.

Debut author Arriel Vinson’s lyrical and contemplative story of young Black love and coming of age in Indianapolis ushers in an exciting new voice in YA literature.",Hardcover,384 pages,"Expected publication June 3, 2025",4.50,6 ratings,3 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1726147734i/218460259.jpg,https://www.goodreads.com/book/show/218460259-under-the-neon-lights,Poetry
Cracking the Shell of the Egg: A Memoir of Spiritual Experience,Craig Philip Staufenberg,"At 12 years old, author and artist Craig Philip Staufenberg contracted a mysterious illness. During this time, he had a spiritual experience of complete death, movement through the veil to the nothing beyond nothing, then a return to this world.

For over 25 years after his illness, he continued to undergo bouts of spiritual sickness and regular spiritual experience. These experiences were large and small, profound and mundane, revealing and baffling.

In , he guides readers through a lifetime of these experiences. He shares them, explores them, and attempts to reach some peace with those moments when the hidden kingdom broke through — and reminded him there is more within ourselves, and more within the world, that must be tended to.

Told through highly invitational poetry, evokes works such as , in order to express a deeply personal and tender story of a life lived between the worlds.",Kindle Edition,65 pages,"Published January 22, 2025",5.00,3 ratings,1 review,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1737640848i/223909216.jpg,https://www.goodreads.com/book/show/223909216-cracking-the-shell-of-the-egg,Poetry
Whispers of Fortune,Mary Connealy,"In 1875 California, Brody MacKenzie arrives at Two Hearts Ranch on a mission to find his runaway brothers, worried they may have fallen into harm. Instead, he finds them thriving at the ranch's school and orphanage under the care of Ellie Hart, a woman with a heart as resilient as the land she calls home. His own options limited, Brody reluctantly takes on the role of the ranch's doctor, and he forms an unexpected bond with Ellie, who's kept a steady eye on Brody's two rapscallion brothers. When the boys show him a mysterious journal that has been guiding their travels and may hold the key to a lost treasure, Brody and Ellie are captivated by the possibility of a thrilling adventure.

With winter approaching and his brothers threatening to bolt again, Brody and Ellie race against time to decipher cryptic clues and unearth the hidden fortune. But along the way, old adversaries resurface, threatening their newfound affection and the safety of the ranch.

In her exhilarating series starter, Mary Connealy weaves an exciting adventure of courage, danger, and love in the Wild West.",Paperback,304 pages,"Expected publication February 4, 2025",4.39,23 ratings,22 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1721154506i/214974541.jpg,https://www.goodreads.com/book/show/214974541-whispers-of-fortune,Romance
The Nature of Love,Toni Shiloh,"A doctor feeling fractured

Dr. Erykah Kennedy, a renowned orthopedic surgeon, finds herself at a crossroads in life. At forty-one, she's achieved remarkable success in her career, yet when it comes to her love life, she feels hopeless. But when she meets Christian Gamble, a passionate wildlife conservationist, an unexpected bond forms between them despite their contrasting worlds.

A wildlife enthusiast ready for more

Chris has yet to find someone to share his adventures with, but as his friendship with Erykah starts to blossom, he begins falling for her in every way. When tragedy strikes and Erykah suddenly becomes guardian to her nieces, Chris helps her pick up the pieces.

Two hearts destined by nature

With their lives turned upside down, finding their way to a lasting love while putting their faith in God may be the biggest challenge they've ever faced.

The Nature of Love is a clean, African American contemporary romance with themes of friends to lovers and the healing power of love. This heartfelt happily-ever-after tale is the series finale of Shiloh's beloved Love in the Spotlight novels.",Paperback,368 pages,"Expected publication February 4, 2025",4.46,39 ratings,39 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1719326098i/214974501.jpg,https://www.goodreads.com/book/show/214974501-the-nature-of-love,Romance
Midnight on the Scottish Shore,Sarah Sundin,"The only way Cilla van der Zee can survive the German occupation of the Netherlands is to do the unthinkable--become a spy for the Nazis in Britain. She soothes her conscience with a plan to abandon her mission and instead aid the Allies. Her scheme is thwarted when naval officer Lt. Lachlan Mackenzie finds her along the Scottish shore and turns her in to be executed.

But perhaps she is more useful alive than dead. British intelligence sends her to Scotland to radio misleading messages to Germany, messages about the naval base at Scapa Flow to be crafted by Lachlan. At the station in the lighthouse at Dunnet Head, Lachlan and Cilla must work together if the war is to be won. But how can he trust a woman who arrived on his shores as a tool of the enemy--a woman certain to betray both him and the Allied cause?

Master of World War II fiction Sarah Sundin takes you to the wild Scottish seaside, where danger lurks under the surface of the water--and in the depths of the human heart--for a WWII tale you won't soon forget.",Paperback,384 pages,"First published February 1, 2025",4.74,61 ratings,52 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1720089147i/214974601.jpg,https://www.goodreads.com/book/show/214974601-midnight-on-the-scottish-shore,Romance
"Me, But Better: The Science and Promise of Personality Change",Olga Khazan,"Is it really possible to change your entire personality in a year? The Atlantic journalist Olga Khazan proves that it is in Me, But Better, which covers her year-long experiment in personality change. Perfect for fans of 10% Happier and Year of Yes.

In recent years, Olga Khazan had been spiraling toward an existential crisis. Though she treasured her loving, long-term relationship and her dream job, she often caught herself snatching dissatisfaction from the jaws of happiness. Her neurotic overachieving had always been a professional asset, but lately, Olga felt that her brittle disposition could shatter under the weight of just . She knew something had to give—but was it really possible to change her entire approach to life?

In , Olga embarks on a year-long experiment to see if it’s truly possible to change your personality, sample one. Scientifically, personality consists of five sliding-scale extroversion (how sociable you are); conscientiousness (how self-disciplined and organized you are); agreeableness (how warm and empathetic you are); openness (how receptive you are to new ideas and activities); and neuroticism (how depressed or anxious you are). But research shows that you can alter these traits by consistently behaving in ways that align with the kind of person you’d to be. And that, in turn, can make you happier, healthier, and more successful.

So, for one year, Olga decided to fake it until she made it. She reluctantly clicked “yes” on a bucket list of new experiences, from meditation to improv to sailing, that forced her to at least happy, healthy, and well-adjusted, in the hope that she would actually become those things. With a skeptic’s eye, Olga brings you on her personal journey through the science of personality, presenting evidence-backed techniques to change your mind for the better. Based on her viral article in , is a probing inquiry into what it means to live a fulfilling life, and how you can keep diving into change, no matter how uncomfortable it feels.",Hardcover,288 pages,"Expected publication March 11, 2025",4.07,15 ratings,8 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1719020943i/214151967.jpg,https://www.goodreads.com/book/show/214151967-me-but-better,Science
The Ideological Brain: The Radical Science of Flexible Thinking,Leor Zmigrod,"Why do some people become radicalized?
How do ideologies shape the human brain?
And how can we unchain our minds from toxic dogmas?

In The Ideological Brain, Leor Zmigrod reveals the deep connection between political beliefs and the biology of the brain. Drawing on her own pioneering research, she uncovers the complex interplay between biology and environment that predisposes some individuals to rigid ways of thinking, and explains how ideologies take hold of our brains, fundamentally changing the way we think, act and interact with others. She shows how ideologues of all types struggle to change their thought patterns when faced with new information, culminating in the radical message that our politics are not superficial but are woven into the fabric of our minds.

This authoritative, accessible and playful blend of psychology, politics and philosophy explores the cutting-edge of the emerging field of political neuroscience. Zmigrod examines its historical roots before she looks to the future, considering the broader social and political implications of her groundbreaking research. Guiding readers through her experiments, she eventually describes what a free, authentic, and tolerant brain looks like, and explains how anyone can keep their mind open and flexible in the face of extremist ideologies.",Hardcover,304 pages,"Expected publication March 25, 2025",4.48,21 ratings,10 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1721680432i/213263145.jpg,https://www.goodreads.com/book/show/213263145-the-ideological-brain,Science
"Doctors by Nature: How Ants, Apes, and Other Animals Heal Themselves",Jaap de Roode,"The astonishing story of how animals use medicine and what it can teach us about healing ourselves

Ages before the dawn of modern medicine, wild animals were harnessing the power of nature’s pharmacy to heal themselves. Doctors by Nature reveals what researchers are now learning about the medical wonders of the animal world. In this visionary book, Jaap de Roode argues that we have underestimated the healing potential of nature for too long and shows how the study of self-medicating animals could impact the practice of human medicine.

Drawing on illuminating interviews with leading scientists from around the globe as well as his own pioneering research on monarch butterflies, de Roode demonstrates how animals of all kinds—from ants to apes, from bees to bears, and from cats to caterpillars—use various forms of medicine to treat their own ailments and those of their relatives. We meet apes that swallow leaves to dislodge worms, sparrows that use cigarette butts to repel parasites, and bees that incorporate sticky resin into their hives to combat pathogens. De Roode asks whether these astonishing behaviors are learned or innate and explains why, now more than ever, we need to apply the lessons from medicating animals—it can pave the way for healthier livestock, more sustainable habitats for wild pollinators, and a host of other benefits.

takes readers into a realm often thought to be the exclusive domain of humans, exploring how scientists are turning to the medical knowledge of the animal kingdom to improve agriculture, create better lives for our pets, and develop new pharmaceutical drugs.",Hardcover,264 pages,"Expected publication March 4, 2025",0.00,0 ratings,0 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1726572153i/218059153.jpg,https://www.goodreads.com/book/show/218059153-doctors-by-nature,Science
Murder by Memory,Olivia Waite,"A Memory Called Empire meets Miss Marple in this cozy, spaceborne mystery, helmed by a no-nonsense formidable auntie of a detective.

Welcome to the HMS Fairweather, Her Majesty’s most luxurious interstellar passenger liner! Room and board are included, new bodies are graciously provided upon request, and should you desire a rest between lifetimes, your mind shall be most carefully preserved in glass in the Library, shielded from every danger.

Near the topmost deck of an interstellar generation ship, Dorothy Gentleman wakes up in a body that isn’t hers—just as someone else is found murdered. As one of the ship’s detectives, Dorothy usually delights in unraveling the schemes on board the Fairweather, but when she finds that someone is not only killing bodies but purposefully deleting minds from the Library, she realizes something even more sinister is afoot.

Dorothy suspects her misfortune is partly the fault of her feckless nephew Ruthie who, despite his brilliance as a programmer, leaves chaos in his cheerful wake. Or perhaps the sultry yarn store proprietor—and ex-girlfriend of the body Dorothy is currently inhabiting—knows more than she’s letting on. Whatever it is, Dorothy intends to solve this case. Because someone has done the impossible and found a way to make murder on the Fairweather a very permanent state indeed. A mastermind may be at work—and if so, they’ve had three hundred years to perfect their schemes…",Hardcover,112 pages,"Expected publication March 18, 2025",4.06,125 ratings,79 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1724325334i/211004175.jpg,https://www.goodreads.com/book/show/211004175-murder-by-memory,Science Fiction
The Mask of Fear,Alexander Freed,"Before the Rebellion, the Empire reigns, in book one of a trilogy told through the eyes of Mon Mothma, Bail Organa, and Saw Gerrera.

“In order to ensure the security and continuing stability, the Republic will be reorganized into the first Galactic Empire! For a safe and secure society!”

With one speech and thunderous applause, Chancellor Palpatine brought the era of the Republic crashing down. In its place rose the Galactic Empire. Across the galaxy, people rejoiced and celebrated the end of war—and the promises of tomorrow. But that tomorrow was a lie. Instead, the galaxy became twisted by the cruelty and fear of the Emperor’s rule.

During that terrifying first year of tyranny, Mon Mothma, Saw Gerrera, and Bail Organa face the encroaching darkness. One day, they will be three architects of the Rebel Alliance. But first, each must find purpose and direction in a changing galaxy, while harboring their own secrets, fears, and hopes for a future that may never come unless they act.",Hardcover,496 pages,"Expected publication February 25, 2025",4.33,49 ratings,33 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1722273614i/210213729.jpg,https://www.goodreads.com/book/show/210213729-the-mask-of-fear,Science Fiction
When the Moon Hits Your Eye,John Scalzi,"From the New York Times bestselling author of Starter Villain comes an entirely serious take on a distinctly unserious subject: what would really happen if suddenly the moon were replaced by a giant wheel of cheese.

It's a whole new moooooon.

One day soon, suddenly and without explanation, the moon as we know it is replaced with an orb of cheese with the exact same mass. Through the length of an entire lunar cycle, from new moon to a spectacular and possibly final solar eclipse, we follow multiple characters -- schoolkids and scientists, billionaires and workers, preachers and politicians -- as they confront the strange new world they live in, and the absurd, impossible moon that now hangs above all their lives.",Hardcover,336 pages,"Expected publication March 25, 2025",3.95,189 ratings,121 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1724773724i/211004190.jpg,https://www.goodreads.com/book/show/211004190-when-the-moon-hits-your-eye,Science Fiction
Women at Work,Kaye Hargreaves,"While working women have achieved much, the issues of the right to work, equal opportunities and rewards, healthy work environment, unionisation and, in particular, the problems of 'the double working life' are still very much alive.
In Women at Work Kaye Hargreaves examines the crucial issues, many of them forcefully articulated in workers' own lively accounts. She shows that the dramatically increased participation of women in Australia 's paid workforce constitutes a major challenge to organisation in the workplace and to traditional attitudes about women's role in the society at large. The difficulties in the relationship between women's movement and the labour movement will be resolved only as women workers develop new forms of organisation which reach beyond the conventional confines of unionism to change fundamental social relationships. Women at Work also documents the emergence of this process during the past decade and points to directions for its further development.",Kindle Edition,383 pages,"Published October 18, 2023",3.00,4 ratings,1 review,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1719717124i/200085965.jpg,https://www.goodreads.com/book/show/200085965-women-at-work,Self Help
Earth Wisdom: Connect With Nature and Your Inner Self,Jan Hornford,"There is a living wisdom that flows from the heart of nature that can enhance your well-being and transform your life. Rekindle your relationship with nature to reveal the wild wisdom of your heart. Discover a renewed sense of wonder, peace, and joy from communion with the natural world through Earth Wisdom. Whether you live in the city or the country, Earth Wisdom offers step-by-step instructions
• connecting with trees and animals,
• honouring the seasons,
• uncovering your power animal,
• conducting personal rituals, and
• heightening your intuition.

Hornford makes Druidic and Shamanic teachings accessible, guiding readers on sacred journeys through the directions, the elements, and the senses. This nature-based spiritual path can show you how to weather life's storms, access your inner wisdom, and find purpose and meaning in your life.",Paperback,114 pages,"Published October 29, 2024",0.00,0 ratings,0 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1731447118i/220997141.jpg,https://www.goodreads.com/book/show/220997141-earth-wisdom,Self Help
"The Deep Transformation Self-Love Workbook for Women: A Complete 30-Day Program to Reclaim Confidence, Silence Negative Self-Talk & Unlock Powerful Insights",J. Finn,"Do you feel like your life is stuck on autopilot—constantly battling negative thoughts, exhausted from juggling family obligations, a demanding career, and the weight of daily stress? You’re not alone.

Self-care is so easily pushed aside when you're always in a hurry and without a second left to make a change. But, self-love and living a beautiful life isn't as out of reach as you might think!

""The Deep Transformation Self-Love Workbook for Women"" will help you permanently end destructive patterns, in a convenient 30-day package.

There is no fluff. There is no surface-level advice. This is a serious quest for the greatest treasure on Earth.

You will be taken exactly where you need to go to experience profound self-love and transformation with just 10-15 minutes in the morning and at night. Why waste any more time living a mediocre life?

Whether you’re a seasoned meditator or completely new to mindfulness, this 30-day program will help you if you're truly dedicated to yourself and your happiness.",Paperback,94 pages,"Published November 24, 2024",4.33,3 ratings,2 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1732963669i/222095346.jpg,https://www.goodreads.com/book/show/222095346-the-deep-transformation-self-love-workbook-for-women,Self Help
When the Bones Sing,Ginny Myers Sain,"From New York Times bestselling author of Dark and Shallow Lies comes a new southern gothic supernatural thriller about a teen girl in a small Ozark town who can hear the bones of the dead.

The past three years have been tough for Lucifer’s Creek, Arkansas, a small town quietly tucked away in the Ozark mountains. More than two dozen people have disappeared on the local hiking trails; there one moment, gone the next, not a trace left behind, until their buried bodies are discovered.

17-year-old Dovie doesn’t believe in magic even though she comes from a long line of women who can hear the bones of the dead sing, and for the past few years the bones have been crooning nonstop, calling out to Dovie to dig them up.

Some of the old-timers believe that it’s the monstrous Ozarks howler snatching people off the Aux Arc Trail. Well Dovie doesn’t believe in the howler, and she doesn’t believe her best friend Lo when he tells her he is being haunted by dark shadows. All she believes in is her talent that guides the local sheriff to the bones when they begin their song, then reuniting the dead with their families to give them some peace.

Lo doesn’t know peace, though. The shadows follow him everywhere. He soon learns they’re the murdered hikers and they want answers. But the truth of their deaths isn’t buried with their bones; it’s hidden somewhere deep in the hills. And Lo and Dovie must unearth it before anyone else is killed.",Hardcover,352 pages,"Expected publication March 4, 2025",4.38,198 ratings,156 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1717629652i/214268996.jpg,https://www.goodreads.com/book/show/214268996-when-the-bones-sing,Thriller
Our Last Resort,Clémence Michallon,"In this propulsive new thriller from the author of the break-out debut The Quiet Tenant, a reunion between estranged siblings is interrupted when a woman is found murdered at their luxury vacation resort, dredging up memories from a shared childhood they’ve tried to keep buried in the past.

Frida and Gabriel arrive seeking a fresh start at the stunning Ara Hotel in the secluded desert of Escalante, Utah. Once so close they were able to finish each other’s sentences, they’ve grown apart in recent years after a sudden, unspeakable tragedy. Now, at the luxe resort, they are ready to reconnect between dips in the pool and hikes on spectacular desert trails. It all feels like paradise—until the dead body of a beautiful young woman who was vacationing at the Ara with her powerful, much older husband is discovered. When the local police arrive and put the resort into lockdown, Gabriel and Frida are forced to revisit memories from their upbringing in a cloistered cult in upstate New York, led by a charismatic and fanatical leader. It was their dramatic, fiery escape from his control fifteen years earlier that bonded them for life—or so Frida thought.

Alternating between past and present timelines, builds toward a shattering climax that uncovers the fate of the murdered Ara guest and reveals the shocking secrets Gabriel and Frida have been hiding for years. Taut, gripping, and intense, Clémence Michallon’s sophomore suspense novel is a nail-biter until the last page, cementing her status as a major new talent in the genre.",Hardcover,320 pages,"Expected publication July 8, 2025",3.82,100 ratings,66 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1729711340i/220239038.jpg,https://www.goodreads.com/book/show/220239038-our-last-resort,Thriller
Fade to Blue,Hank Scheer,"""Filled with vivid characters and a fast moving plot."" — BookLife, Editor's Pick

""An engaging medical mystery, after which the plot becomes a swiftly paced thriller."" — Kirkus Reviews

Biotech researcher Sarah Brenalen is frustrated by her boss' s dismissal of her controversial theory, so she secretly injects lab mice with experimental Alzheimer's drugs of her own design. Sarah is stunned when one of her experiments goes horribly wrong. But Marcel and his international cabal are intrigued. Sarah's brain-destroying T-3 formulation could be just what they need.

is a high-tech, fast-paced, cat-and-mouse game played for keeps. What Marcel didn't count on is that two can play this game.


""The strong characters, fast-paced action, and ethical dilemmas create thought-provoking reading. . ."" —",Kindle Edition,283 pages,"Published March 14, 2023",4.26,155 ratings,18 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1675384791i/96176905.jpg,https://www.goodreads.com/book/show/96176905-fade-to-blue,Thriller
Adventures in the Louvre: How to Fall in Love with the World's Greatest Museum,Elaine Sciolino,"A former New York Times Paris bureau chief explores the Louvre, offering an intimate journey of discovery and revelation.


The Louvre is the most famous museum in the world, attracting millions of visitors every year with its masterpieces. In Adventures in the Louvre, Elaine Sciolino immerses herself in this magical space and helps us fall in love with what was once a forbidding fortress.


Exploring galleries, basements, rooftops, and gardens, Sciolino demystifies the Louvre, introducing us to her favorite artworks, both legendary and overlooked, and to the people who are the museum’s the curators, the artisans producing frames and engravings, the builders overseeing restorations, the firefighters protecting the aging structure.


Blending investigative journalism, travelogue, history, and memoir, Sciolino walks her readers through the museum’s front gates and immerses them in its irresistible, engrossing world of beauty and culture. reveals the secrets of this grand monument of Paris and basks in its timeless, seductive power.",Hardcover,384 pages,"Expected publication April 1, 2025",5.00,4 ratings,0 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1719009081i/213395444.jpg,https://www.goodreads.com/book/show/213395444-adventures-in-the-louvre,Travel
Tokyo Tempos,Michael Pronko,"In Tokyo Tempos, award-winning mystery writer Michael Pronko explores the mystery of everyday Tokyo life. Drawing on three decades of living, writing, and teaching in Japan, he delves into Tokyo's dynamism to show what it's like living with Japanese food, seasons, ceremonies, and special moments he calls ""small intensities."" 

These pithy, pointed writings reveal how even massive cities like Tokyo live and breathe with the loves, hopes, pleasures, and meanings of the people who live there. These personal and philosophical explorations, part travelogue and part analysis, paint a vivid portrait of the city that is rich with curiosity and insight. 

Join Pronko on his journey into the contradictions, intricacies, and enigmas of Tokyo, a city that is old and new, immense and intimate, indifferent and yet very humane. Independent Book Review called the essays ""A medley of vignettes that are as eclectic as they are eloquent."" Authentic and immersive, takes readers deep into the compelling rhythms of Tokyo life.  

Other books in the Tokyo Moments Series 

Motions and Moments
""Pronko takes the sweeping size, bustle, and chaos of Tokyo and makes it small, introspective, and personal."" Independent Publisher

Tokyo's Mystery Deepens
""A rare glimpse of the structure and nature of Tokyo's underlying psyche."" Midwest Book Review

Beauty and Chaos
""An elegantly written, precisely observed portrait of a Japanese city and its culture."" Kirkus Reviews

As for the Detective Hiroshi series set in ""If there's a better crime series set in Japan, I've not yet read it."" Crime Thriller Hound

""The city of Tokyo is very much a character in its own right. It's not the tourist hotspots we see, but the real city with the food and drink which the locals consume. It's glorious."" The Bookbag review of Tokyo Traffic.

BookLife Review wrote that Pronko's sixth novel, Shitamachi Scam, ""does as good a job of taking us on a trip through Tokyo as Simenon does through Inspector Maigret's Paris."" So, join Pronko on an enlightening non-fictional trip through Tokyo.",Kindle Edition,203 pages,"Published December 20, 2024",4.14,7 ratings,2 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1730213486i/220981918.jpg,https://www.goodreads.com/book/show/220981918-tokyo-tempos,Travel
"Journey Through Greece: The Stress-Free Guide to Culture, Cuisine, and Hidden Treasures",Wanderlust Wren,"Unlock the Mystical Charm of Greece with Journey Through Greece by Wanderlust Wren—Your Ultimate Travel Companion! Dive into the enchanting world of Greece as Journey Through Greece takes you on a spellbinding tour of ancient ruins, sun-kissed beaches, and vibrant locales. This masterpiece by Wanderlust Wren is more than a travel guide—it's an invitation to experience the soul of Greece through its historical grandeur and scenic beauty. Ideal for first-time travelers, this book promises not only to guide but to transform your travels into an unforgettable adventure. Live the history, savor the traditional cuisine and immerse yourself in the breathtaking landscapes that only Greece can offer.

Clouded by cliché travel advice, shines as a beacon for those seeking a more genuine connection with their destination. Inside, discover the , a catering to diverse tastes, from the history enthusiast to the beach wanderer, and that elevate your journey from standard tourist fare to a personalized exploration of Greece's rich cultural tapestry.




Unlock the full potential of each day with itineraries crafted to maximize your experience of Greece's diverse landscapes and historical sites.
Navigate like a local with exclusive insights into navigating popular spots away from the typical tourist crowds.
Treat your palate with our carefully picked selection of eating spots where you can taste authentic Greek cuisine as intended by local traditions.
Engage deeply with Greece’s history and culture through recommended experiences that offer a blend of learning, enjoyment, and adventure.
Never miss a perfect shot—our guide includes the best locations to capture the beauty of Greece, ensuring you return home with a collection of postcard-worthy pictures.

With , prepare to claim more than just memories; you'll gather stories of magical sunsets, historical marvels, and culinary feasts. This guide ensures that every phase of your journey is seamless, enlightening, and filled with wonder. and embrace the true essence of Greece!

Ready to experience the magic of Greece like never before? Grab your copy of today!",Kindle Edition,471 pages,"Expected publication February 12, 2025",0.00,0 ratings,0 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1735782389i/223172308.jpg,https://www.goodreads.com/book/show/223172308-journey-through-greece,Travel
The Rose Bargain,Sasha Peyton Smith,"The Cruel Prince meets The Selection in this captivating duology opener brimming with heart-pounding romance, vicious competition, and beautiful, cruel fae, from the New York Times bestselling author of The Witch Haven, Sasha Peyton Smith.

Every citizen of England is granted one bargain from their immortal fae queen.

High society girls are expected to bargain for qualities that will win them suitors: a rare talent for piano in exchange for one’s happiest childhood memory. A perfect smile for one’s ability to taste.

But Ivy Benton’s debut season arrives with a shocking twist: a competition to secure the heart of the Queen’s fae son, Prince Bram. A prize that could save Ivy’s family from ruin… and free her sister from the bargain that destroyed her.

Yet every glittering fae deal has a rotting heart—and at the center of this contest is a dark plot that could destroy everything Ivy knows.",Hardcover,400 pages,"Expected publication February 4, 2025",4.29,504 ratings,350 reviews,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1723991214i/211742041.jpg,https://www.goodreads.com/book/show/211742041-the-rose-bargain,Young Adult
